season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2015-16,20,Valencia CF,2,2,DRAW,1
2015-16,20,SD Eibar,5,1,WIN,3
2015-16,20,Sporting Gijón,5,1,WIN,3
2015-16,21,RCD Español,2,2,DRAW,1
2015-16,21,Granada CF,3,2,WIN,3
2015-16,21,Málaga CF,1,2,LOST,0
2015-16,21,Rayo Vallecano,3,0,WIN,3
2015-16,21,Athletic Club Bilbao,5,2,WIN,3
2015-16,21,Atlético Madrid,0,0,DRAW,1
2015-16,21,Real Betis,1,1,DRAW,1
2015-16,21,RCD La Coruña,1,1,DRAW,1
2015-16,21,Levante UD,3,2,WIN,3
2015-16,21,FC Barcelona,2,1,WIN,3
2015-16,22,SD Eibar,1,2,LOST,0
2015-16,22,Getafe CF,0,1,LOST,0
2015-16,22,Real Sociedad,2,1,WIN,3
2015-16,22,Villarreal CF,1,0,WIN,3
2015-16,22,UD Las Palmas,2,1,WIN,3
2015-16,22,Real Madrid CF,6,0,WIN,3
2015-16,22,Sevilla FC,3,1,WIN,3
2015-16,22,Valencia CF,0,1,LOST,0
2015-16,22,RCD La Coruña,2,2,DRAW,1
2015-16,23,Málaga CF,3,0,WIN,3
2015-16,23,Athletic Club Bilbao,0,0,DRAW,1
2015-16,23,Atlético Madrid,3,1,WIN,3
2015-16,22,Sporting Gijón,1,1,DRAW,1
2015-16,23,Rayo Vallecano,2,0,WIN,3
2015-16,23,Real Betis,1,0,WIN,3
2015-16,23,RC Celta Vigo,1,1,DRAW,1
2015-16,23,Granada CF,1,2,LOST,0
2015-16,23,Levante UD,0,2,LOST,0
2015-16,23,RCD Español,0,5,LOST,0
2015-16,23,Sporting Gijón,2,2,DRAW,1
2015-16,24,RCD La Coruña,2,2,DRAW,1
2015-16,24,Real Madrid CF,4,2,WIN,3
2015-16,24,Valencia CF,2,1,WIN,3
2015-16,24,Villarreal CF,1,0,WIN,3
2015-16,23,FC Barcelona,6,1,WIN,3
2015-16,24,SD Eibar,2,0,WIN,3
2015-16,24,Getafe CF,0,1,LOST,0
2015-16,24,Sevilla FC,2,0,WIN,3
2015-16,24,Real Sociedad,3,0,WIN,3
2015-16,24,Sporting Gijón,1,3,LOST,0
2015-16,25,Levante UD,3,0,WIN,3
2015-16,25,Real Betis,1,1,DRAW,1
2015-16,25,RC Celta Vigo,3,2,WIN,3
2015-16,25,RCD Español,1,0,WIN,3
2015-16,25,UD Las Palmas,1,2,LOST,0
2015-16,25,Athletic Club Bilbao,0,1,LOST,0
2015-16,25,Atlético Madrid,0,0,DRAW,1
2015-16,25,Granada CF,1,2,LOST,0
2015-16,25,Málaga CF,1,1,DRAW,1
2015-16,25,Rayo Vallecano,2,2,DRAW,1
2015-16,26,SD Eibar,0,1,LOST,0
2015-16,26,Real Betis,2,2,DRAW,1
2015-16,26,Getafe CF,0,1,LOST,0
2015-16,26,Real Madrid CF,0,1,LOST,0
2015-16,26,Real Sociedad,1,1,DRAW,1
2015-16,26,Sporting Gijón,2,4,LOST,0
2015-16,26,FC Barcelona,2,1,WIN,3
2015-16,26,RCD La Coruña,0,1,LOST,0
2015-16,26,Valencia CF,0,3,LOST,0
2015-16,26,Villarreal CF,3,0,WIN,3
2015-16,27,Atlético Madrid,3,0,WIN,3
2015-16,27,UD Las Palmas,4,0,WIN,3
2015-16,27,Athletic Club Bilbao,4,1,WIN,3
2015-16,27,RC Celta Vigo,0,0,DRAW,1
2015-16,27,Levante UD,1,3,LOST,0
2015-16,27,Málaga CF,1,2,LOST,0
2015-16,27,Sevilla FC,1,0,WIN,3
2015-16,27,RCD Español,0,3,LOST,0
2015-16,27,Granada CF,2,0,WIN,3
2015-16,27,Rayo Vallecano,1,5,LOST,0
2015-16,28,Getafe CF,1,1,DRAW,1
2015-16,28,RCD La Coruña,3,3,DRAW,1
2015-16,28,Real Madrid CF,7,1,WIN,3
2015-16,28,Villarreal CF,0,1,LOST,0
2015-16,28,Real Betis,2,0,WIN,3
2015-16,28,SD Eibar,0,4,LOST,0
2015-16,28,Real Sociedad,1,1,DRAW,1
2015-16,28,Sporting Gijón,0,2,LOST,0
2015-16,28,Valencia CF,1,3,LOST,0
2015-16,28,RCD Español,2,1,WIN,3
2015-16,29,Málaga CF,1,0,WIN,3
2015-16,29,Atlético Madrid,3,0,WIN,3
2015-16,29,FC Barcelona,6,0,WIN,3
2015-16,29,RC Celta Vigo,1,0,WIN,3
2015-16,29,Rayo Vallecano,1,1,DRAW,1
2015-16,29,Athletic Club Bilbao,3,1,WIN,3
2015-16,29,UD Las Palmas,1,2,LOST,0
2015-16,29,Levante UD,1,0,WIN,3
2015-16,29,Sevilla FC,4,2,WIN,3
2015-16,29,Granada CF,1,1,DRAW,1
2015-16,30,Getafe CF,1,1,DRAW,1
2015-16,30,Real Betis,0,1,LOST,0
2015-16,30,Granada CF,2,2,DRAW,1
2015-16,30,RCD La Coruña,2,1,WIN,3
2015-16,30,Real Sociedad,0,1,LOST,0
2015-16,30,Sporting Gijón,2,1,WIN,3
2015-16,30,RCD Español,2,1,WIN,3
2015-16,30,Real Madrid CF,4,0,WIN,3
2015-16,30,Valencia CF,0,2,LOST,0
2015-16,30,Villarreal CF,2,2,DRAW,1
2015-16,31,Rayo Vallecano,2,0,WIN,3
2015-16,31,Atlético Madrid,5,1,WIN,3
2015-16,31,FC Barcelona,1,2,LOST,0
2015-16,31,RC Celta Vigo,1,1,DRAW,1
2015-16,31,UD Las Palmas,2,1,WIN,3
2015-16,31,Athletic Club Bilbao,1,1,DRAW,1
2015-16,31,SD Eibar,1,2,LOST,0
2015-16,31,Málaga CF,1,1,DRAW,1
2015-16,31,Sevilla FC,1,2,LOST,0
2015-16,31,Levante UD,0,0,DRAW,1
2015-16,32,Granada CF,0,0,DRAW,1
2015-16,32,Real Betis,1,0,WIN,3
2015-16,32,RCD Español,1,3,LOST,0
2015-16,32,Real Madrid CF,4,0,WIN,3
2015-16,32,Real Sociedad,1,0,WIN,3
2015-16,32,Athletic Club Bilbao,1,0,WIN,3
2015-16,32,Sporting Gijón,0,1,LOST,0
2015-16,32,Valencia CF,2,1,WIN,3
2015-16,32,Villarreal CF,2,0,WIN,3
2015-16,32,RCD La Coruña,1,3,LOST,0
2015-16,33,Levante UD,2,1,WIN,3
2015-16,33,RC Celta Vigo,1,1,DRAW,1
2015-16,33,SD Eibar,2,1,WIN,3
2015-16,33,Getafe CF,1,5,LOST,0
2015-16,33,UD Las Palmas,1,1,DRAW,1
2015-16,33,Atlético Madrid,3,0,WIN,3
2015-16,33,FC Barcelona,1,2,LOST,0
2015-16,33,Málaga CF,0,1,LOST,0
2015-16,33,Sevilla FC,1,1,DRAW,1
2015-16,33,Rayo Vallecano,2,1,WIN,3
2015-16,34,Real Betis,1,0,WIN,3
2015-16,34,RCD Español,1,1,DRAW,1
2015-16,34,Athletic Club Bilbao,0,1,LOST,0
2015-16,34,RCD La Coruña,0,8,LOST,0
2015-16,34,Málaga CF,1,1,DRAW,1
2015-16,34,Real Madrid CF,3,0,WIN,3
2015-16,34,Sporting Gijón,2,1,WIN,3
2015-16,34,Valencia CF,4,0,WIN,3
2015-16,34,Granada CF,5,1,WIN,3
2015-16,34,Real Sociedad,1,2,LOST,0
2015-16,35,UD Las Palmas,4,0,WIN,3
2015-16,35,Atlético Madrid,1,0,WIN,3
2015-16,35,FC Barcelona,6,0,WIN,3
2015-16,35,SD Eibar,1,1,DRAW,1
2015-16,35,Rayo Vallecano,2,3,LOST,0
2015-16,35,Getafe CF,2,2,DRAW,1
2015-16,35,Levante UD,2,2,DRAW,1
2015-16,35,Sevilla FC,2,0,WIN,3
2015-16,35,Villarreal CF,0,0,DRAW,1
2015-16,35,RC Celta Vigo,2,1,WIN,3
2015-16,36,Sporting Gijón,2,0,WIN,3
2015-16,36,Atlético Madrid,1,0,WIN,3
2015-16,36,Real Betis,0,2,LOST,0
2015-16,36,Granada CF,3,2,WIN,3
2015-16,36,Real Sociedad,0,1,LOST,0
2015-16,36,Athletic Club Bilbao,2,1,WIN,3
2015-16,36,RCD Español,1,0,WIN,3
2015-16,36,RCD La Coruña,0,2,LOST,0
2015-16,36,Valencia CF,0,2,LOST,0
2015-16,36,Málaga CF,3,1,WIN,3
2015-16,37,FC Barcelona,5,0,WIN,3
2015-16,37,RC Celta Vigo,1,0,WIN,3
2015-16,37,SD Eibar,1,1,DRAW,1
2015-16,37,Getafe CF,1,1,DRAW,1
2015-16,37,UD Las Palmas,0,0,DRAW,1
2015-16,37,Levante UD,2,1,WIN,3
2015-16,37,Real Madrid CF,3,2,WIN,3
2015-16,37,Sevilla FC,1,4,LOST,0
2015-16,37,Real Sociedad,2,1,WIN,3
2015-16,37,Villarreal CF,0,2,LOST,0
2015-16,38,Valencia CF,0,1,LOST,0
2015-16,38,Athletic Club Bilbao,3,1,WIN,3
2015-16,38,Atlético Madrid,2,0,WIN,3
2015-16,38,Granada CF,0,3,LOST,0
2015-16,38,RCD La Coruña,0,2,LOST,0
2015-16,38,Real Betis,2,1,WIN,3
2015-16,38,RCD Español,4,2,WIN,3
2015-16,38,Málaga CF,4,1,WIN,3
2015-16,38,Sporting Gijón,2,0,WIN,3
2015-16,38,Rayo Vallecano,3,1,WIN,3
2015-16,1,Sevilla FC,0,0,DRAW,1
2015-16,1,UD Las Palmas,0,1,LOST,0
2015-16,1,Getafe CF,0,1,LOST,0
2015-16,1,Real Sociedad,0,0,DRAW,1
2015-16,1,Valencia CF,0,0,DRAW,1
2015-16,1,FC Barcelona,1,0,WIN,3
2015-16,1,Villarreal CF,1,1,DRAW,1
2015-16,1,RC Celta Vigo,2,1,WIN,3
2015-16,1,Real Madrid CF,0,0,DRAW,1
2015-16,1,SD Eibar,3,1,WIN,3
2015-16,2,RCD Español,1,3,LOST,0
2015-16,2,Málaga CF,0,1,LOST,0
2015-16,2,Rayo Vallecano,0,3,LOST,0
2015-16,2,Real Betis,0,5,LOST,0
2015-16,2,Sporting Gijón,0,0,DRAW,1
2015-16,2,Athletic Club Bilbao,0,2,LOST,0
2015-16,2,Granada CF,2,1,WIN,3
2015-16,2,Levante UD,0,0,DRAW,1
2015-16,2,Atlético Madrid,3,0,WIN,3
2015-16,2,RCD La Coruña,1,1,DRAW,1
2015-16,3,Sevilla FC,1,1,DRAW,1
2015-16,3,FC Barcelona,2,1,WIN,3
2015-16,3,Real Sociedad,0,1,LOST,0
2015-16,3,Real Madrid CF,6,0,WIN,3
2015-16,3,Valencia CF,1,0,WIN,3
2015-16,3,Getafe CF,1,3,LOST,0
2015-16,3,UD Las Palmas,3,3,DRAW,1
2015-16,3,Villarreal CF,3,1,WIN,3
2015-16,3,SD Eibar,0,0,DRAW,1
2015-16,3,RCD La Coruña,3,1,WIN,3
2015-16,4,Málaga CF,0,1,LOST,0
2015-16,4,Atlético Madrid,2,0,WIN,3
2015-16,4,Granada CF,0,1,LOST,0
2015-16,4,RCD Español,3,2,WIN,3
2015-16,4,Real Betis,0,0,DRAW,1
2015-16,4,Levante UD,1,4,LOST,0
2015-16,4,Sporting Gijón,3,2,WIN,3
2015-16,4,Rayo Vallecano,1,0,WIN,3
2015-16,4,RC Celta Vigo,2,1,WIN,3
2015-16,4,Athletic Club Bilbao,1,3,LOST,0
2015-16,5,Getafe CF,0,2,LOST,0
2015-16,5,Valencia CF,0,1,LOST,0
2015-16,5,Real Sociedad,3,0,WIN,3
2015-16,5,Real Madrid CF,2,1,WIN,3
2015-16,5,FC Barcelona,1,4,LOST,0
2015-16,5,Sevilla FC,0,2,LOST,0
2015-16,5,SD Eibar,2,2,DRAW,1
2015-16,5,Villarreal CF,1,0,WIN,3
2015-16,5,Sporting Gijón,1,2,LOST,0
2015-16,5,RCD La Coruña,2,1,WIN,3
2015-16,6,Granada CF,0,1,LOST,0
2015-16,6,UD Las Palmas,1,2,LOST,0
2015-16,6,RC Celta Vigo,1,1,DRAW,1
2015-16,6,Málaga CF,0,0,DRAW,1
2015-16,6,Rayo Vallecano,2,3,LOST,0
2015-16,6,Atlético Madrid,0,1,LOST,0
2015-16,6,Levante UD,0,3,LOST,0
2015-16,6,RCD Español,0,3,LOST,0
2015-16,6,Athletic Club Bilbao,0,0,DRAW,1
2015-16,6,Real Betis,2,1,WIN,3
2015-16,7,Getafe CF,0,0,DRAW,1
2015-16,7,Sporting Gijón,2,1,WIN,3
2015-16,7,RCD La Coruña,1,1,DRAW,1
2015-16,7,SD Eibar,2,0,WIN,3
2015-16,7,Real Sociedad,1,3,LOST,0
2015-16,7,FC Barcelona,1,2,LOST,0
2015-16,7,Valencia CF,1,3,LOST,0
2015-16,7,Real Madrid CF,1,1,DRAW,1
2015-16,7,Villarreal CF,0,1,LOST,0
2015-16,7,Real Betis,2,0,WIN,3
2015-16,8,Rayo Vallecano,2,5,LOST,0
2015-16,8,RCD Español,3,1,WIN,3
2015-16,8,Sevilla FC,1,1,DRAW,1
2015-16,8,Levante UD,0,3,LOST,0
2015-16,8,Málaga CF,0,3,LOST,0
2015-16,8,UD Las Palmas,0,4,LOST,0
2015-16,8,Athletic Club Bilbao,2,2,DRAW,1
2015-16,8,Atlético Madrid,2,0,WIN,3
2015-16,8,RC Celta Vigo,2,1,WIN,3
2015-16,8,Granada CF,3,3,DRAW,1
2015-16,9,RCD Español,0,3,LOST,0
2015-16,9,Real Madrid CF,3,1,WIN,3
2015-16,9,Real Betis,1,1,DRAW,1
2015-16,9,RCD La Coruña,0,2,LOST,0
2015-16,9,Getafe CF,0,5,LOST,0
2015-16,9,Valencia CF,1,2,LOST,0
2015-16,9,SD Eibar,1,3,LOST,0
2015-16,9,Villarreal CF,0,0,DRAW,1
2015-16,9,Real Sociedad,4,0,WIN,3
2015-16,9,Sporting Gijón,0,3,LOST,0
2015-16,10,Atlético Madrid,1,1,DRAW,1
2015-16,10,FC Barcelona,2,0,WIN,3
2015-16,10,UD Las Palmas,1,3,LOST,0
2015-16,10,RC Celta Vigo,3,2,WIN,3
2015-16,10,Levante UD,0,3,LOST,0
2015-16,10,Sevilla FC,1,2,LOST,0
2015-16,10,Athletic Club Bilbao,3,1,WIN,3
2015-16,10,Rayo Vallecano,0,1,LOST,0
2015-16,10,Granada CF,1,1,DRAW,1
2015-16,10,Málaga CF,0,1,LOST,0
2015-16,11,Real Sociedad,0,2,LOST,0
2015-16,11,Valencia CF,5,1,WIN,3
2015-16,11,Getafe CF,1,3,LOST,0
2015-16,11,RCD La Coruña,1,1,DRAW,1
2015-16,11,Real Betis,1,0,WIN,3
2015-16,11,Granada CF,1,2,LOST,0
2015-16,11,RCD Español,1,2,LOST,0
2015-16,11,Sporting Gijón,0,1,LOST,0
2015-16,11,Villarreal CF,0,3,LOST,0
2015-16,11,Real Madrid CF,2,3,LOST,0
2015-16,12,Málaga CF,0,2,LOST,0
2015-16,12,RC Celta Vigo,0,2,LOST,0
2015-16,12,FC Barcelona,4,0,WIN,3
2015-16,12,Sevilla FC,0,2,LOST,0
2015-16,12,UD Las Palmas,1,1,DRAW,1
2015-16,12,Atlético Madrid,1,0,WIN,3
2015-16,12,Athletic Club Bilbao,0,2,LOST,0
2015-16,12,Levante UD,3,0,WIN,3
2015-16,12,SD Eibar,1,1,DRAW,1
2015-16,12,Rayo Vallecano,1,1,DRAW,1
2015-16,13,Real Betis,1,0,WIN,3
2015-16,13,RCD Español,0,1,LOST,0
2015-16,13,Real Sociedad,0,4,LOST,0
2015-16,13,Sporting Gijón,1,2,LOST,0
2015-16,13,RCD La Coruña,2,0,WIN,3
2015-16,13,Granada CF,2,2,DRAW,1
2015-16,13,Real Madrid CF,2,0,WIN,3
2015-16,13,Villarreal CF,0,2,LOST,0
2015-16,13,Valencia CF,0,1,LOST,0
2015-16,13,Athletic Club Bilbao,3,0,WIN,3
2015-16,14,RC Celta Vigo,1,1,DRAW,1
2015-16,14,Atlético Madrid,2,0,WIN,3
2015-16,14,Sevilla FC,1,1,DRAW,1
2015-16,14,Getafe CF,1,4,LOST,0
2015-16,14,FC Barcelona,1,1,DRAW,1
2015-16,14,Málaga CF,0,0,DRAW,1
2015-16,14,SD Eibar,1,2,LOST,0
2015-16,14,UD Las Palmas,1,3,LOST,0
2015-16,14,Rayo Vallecano,1,2,LOST,0
2015-16,14,Levante UD,1,1,DRAW,1
2015-16,15,Real Sociedad,1,1,DRAW,1
2015-16,15,RCD La Coruña,2,2,DRAW,1
2015-16,15,RCD Español,0,1,LOST,0
2015-16,15,Real Betis,0,1,LOST,0
2015-16,15,Granada CF,2,1,WIN,3
2015-16,15,Sporting Gijón,0,2,LOST,0
2015-16,15,Athletic Club Bilbao,1,2,LOST,0
2015-16,15,Valencia CF,1,1,DRAW,1
2015-16,15,Málaga CF,2,1,WIN,3
2015-16,15,Real Madrid CF,0,1,LOST,0
2015-16,16,Sevilla FC,0,0,DRAW,1
2015-16,16,UD Las Palmas,0,1,LOST,0
2015-16,16,SD Eibar,0,2,LOST,0
2015-16,16,Getafe CF,2,2,DRAW,1
2015-16,16,Levante UD,0,2,LOST,0
2015-16,16,RC Celta Vigo,2,0,WIN,3
2015-16,16,Atlético Madrid,0,1,LOST,0
2015-16,16,Rayo Vallecano,2,10,WIN,3
2015-16,16,Villarreal CF,2,0,WIN,3
2015-16,16,Real Betis,0,4,LOST,0
2015-16,17,Athletic Club Bilbao,1,0,WIN,3
2015-16,17,Sporting Gijón,0,2,LOST,0
2015-16,17,RCD La Coruña,0,0,DRAW,1
2015-16,17,Granada CF,1,4,LOST,0
2015-16,17,Málaga CF,1,0,WIN,3
2015-16,17,Real Sociedad,1,3,LOST,0
2015-16,17,RCD Español,0,2,LOST,0
2015-16,17,Atlético Madrid,2,0,WIN,3
2015-16,17,Valencia CF,0,1,LOST,0
2015-16,18,Levante UD,0,1,LOST,0
2015-16,18,FC Barcelona,0,0,DRAW,1
2015-16,18,RC Celta Vigo,0,2,LOST,0
2015-16,18,UD Las Palmas,2,2,DRAW,1
2015-16,18,SD Eibar,4,0,WIN,3
2015-16,18,Sevilla FC,1,2,LOST,0
2015-16,18,Villarreal CF,2,1,WIN,3
2015-16,18,Real Madrid CF,2,2,DRAW,1
2015-16,18,Real Sociedad,2,2,DRAW,1
2015-16,17,Getafe CF,2,1,WIN,3
2015-16,18,Granada CF,0,4,LOST,0
2015-16,19,Real Betis,0,1,LOST,0
2015-16,19,Rayo Vallecano,1,2,LOST,0
2015-16,19,RCD La Coruña,0,5,LOST,0
2015-16,19,Athletic Club Bilbao,0,2,LOST,0
2015-16,19,Atlético Madrid,2,0,WIN,3
2015-16,19,RCD Español,1,2,LOST,0
2015-16,19,Málaga CF,1,1,DRAW,1
2015-16,19,Valencia CF,0,2,LOST,0
2015-16,19,Sporting Gijón,0,2,LOST,0
2015-16,20,Levante UD,3,4,LOST,0
2015-16,20,Málaga CF,1,2,LOST,0
2015-16,20,RCD La Coruña,1,1,DRAW,1
2015-16,20,Real Betis,0,0,DRAW,1
2015-16,19,Athletic Club Bilbao,0,6,LOST,0
2015-16,20,RCD Español,1,3,LOST,0
2015-16,20,Atlético Madrid,3,0,WIN,3
2015-16,20,Sporting Gijón,1,5,LOST,0
2015-16,20,Rayo Vallecano,2,2,DRAW,1
2015-16,20,Granada CF,1,5,LOST,0
2015-16,20,Real Sociedad,1,5,LOST,0
2015-16,21,Villarreal CF,2,2,DRAW,1
2015-16,21,Getafe CF,2,3,LOST,0
2015-16,21,FC Barcelona,2,1,WIN,3
2015-16,21,RC Celta Vigo,0,3,LOST,0
2015-16,21,SD Eibar,2,5,LOST,0
2015-16,21,Sevilla FC,0,0,DRAW,1
2015-16,21,Real Madrid CF,1,1,DRAW,1
2015-16,21,Valencia CF,1,1,DRAW,1
2015-16,21,UD Las Palmas,2,3,LOST,0
2015-16,21,Atlético Madrid,1,2,LOST,0
2015-16,22,Málaga CF,2,1,WIN,3
2015-16,22,Athletic Club Bilbao,1,0,WIN,3
2015-16,22,Real Betis,1,2,LOST,0
2015-16,22,Granada CF,0,1,LOST,0
2015-16,22,RC Celta Vigo,1,2,LOST,0
2015-16,22,RCD Español,0,6,LOST,0
2015-16,22,Levante UD,1,3,LOST,0
2015-16,22,Sporting Gijón,1,0,WIN,3
2015-16,22,Rayo Vallecano,2,2,DRAW,1
2015-16,23,Getafe CF,0,3,LOST,0
2015-16,23,Villarreal CF,0,0,DRAW,1
2015-16,23,SD Eibar,1,3,LOST,0
2015-16,22,RCD La Coruña,1,1,DRAW,1
2015-16,23,UD Las Palmas,0,2,LOST,0
2015-16,23,Valencia CF,0,1,LOST,0
2015-16,23,Sevilla FC,1,1,DRAW,1
2015-16,23,Real Madrid CF,2,1,WIN,3
2015-16,23,FC Barcelona,2,0,WIN,3
2015-16,23,Real Sociedad,5,0,WIN,3
2015-16,23,Rayo Vallecano,2,2,DRAW,1
2015-16,24,Real Betis,2,2,DRAW,1
2015-16,24,Athletic Club Bilbao,2,4,LOST,0
2015-16,24,RCD Español,1,2,LOST,0
2015-16,24,Málaga CF,0,1,LOST,0
2015-16,23,RC Celta Vigo,1,6,LOST,0
2015-16,24,Levante UD,0,2,LOST,0
2015-16,24,Atlético Madrid,1,0,WIN,3
2015-16,24,UD Las Palmas,0,2,LOST,0
2015-16,24,Granada CF,0,3,LOST,0
2015-16,24,FC Barcelona,3,1,WIN,3
2015-16,25,Getafe CF,0,3,LOST,0
2015-16,25,Sporting Gijón,1,1,DRAW,1
2015-16,25,SD Eibar,2,3,LOST,0
2015-16,25,RCD La Coruña,0,1,LOST,0
2015-16,25,FC Barcelona,2,1,WIN,3
2015-16,25,Real Sociedad,1,0,WIN,3
2015-16,25,Villarreal CF,0,0,DRAW,1
2015-16,25,Valencia CF,2,1,WIN,3
2015-16,25,Real Madrid CF,1,1,DRAW,1
2015-16,25,Sevilla FC,2,2,DRAW,1
2015-16,26,UD Las Palmas,1,0,WIN,3
2015-16,26,Rayo Vallecano,2,2,DRAW,1
2015-16,26,RC Celta Vigo,1,0,WIN,3
2015-16,26,Atlético Madrid,1,0,WIN,3
2015-16,26,Málaga CF,1,1,DRAW,1
2015-16,26,RCD Español,4,2,WIN,3
2015-16,26,Sevilla FC,1,2,LOST,0
2015-16,26,Granada CF,1,0,WIN,3
2015-16,26,Athletic Club Bilbao,3,0,WIN,3
2015-16,26,Levante UD,0,3,LOST,0
2015-16,27,Real Sociedad,0,3,LOST,0
2015-16,27,Getafe CF,0,4,LOST,0
2015-16,27,RCD La Coruña,1,4,LOST,0
2015-16,27,Villarreal CF,0,0,DRAW,1
2015-16,27,Real Madrid CF,3,1,WIN,3
2015-16,27,Valencia CF,2,1,WIN,3
2015-16,27,SD Eibar,0,1,LOST,0
2015-16,27,Real Betis,3,0,WIN,3
2015-16,27,Sporting Gijón,0,2,LOST,0
2015-16,27,FC Barcelona,5,1,WIN,3
2015-16,28,Sevilla FC,1,1,DRAW,1
2015-16,28,Málaga CF,3,3,DRAW,1
2015-16,28,RC Celta Vigo,1,7,LOST,0
2015-16,28,UD Las Palmas,1,0,WIN,3
2015-16,28,Granada CF,0,2,LOST,0
2015-16,28,FC Barcelona,4,0,WIN,3
2015-16,28,Levante UD,1,1,DRAW,1
2015-16,28,Athletic Club Bilbao,2,0,WIN,3
2015-16,28,Atlético Madrid,3,1,WIN,3
2015-16,28,Rayo Vallecano,1,2,LOST,0
2015-16,29,Sporting Gijón,0,1,LOST,0
2015-16,29,RCD La Coruña,0,3,LOST,0
2015-16,29,Getafe CF,0,6,LOST,0
2015-16,29,Real Sociedad,0,1,LOST,0
2015-16,29,SD Eibar,1,1,DRAW,1
2015-16,29,Real Betis,1,3,LOST,0
2015-16,29,Real Madrid CF,2,1,WIN,3
2015-16,29,Valencia CF,0,1,LOST,0
2015-16,29,Villarreal CF,2,4,LOST,0
2015-16,29,RCD Español,1,1,DRAW,1
2015-16,30,SD Eibar,1,1,DRAW,1
2015-16,30,Málaga CF,1,0,WIN,3
2015-16,30,Rayo Vallecano,2,2,DRAW,1
2015-16,30,Levante UD,1,2,LOST,0
2015-16,30,UD Las Palmas,1,0,WIN,3
2015-16,30,Atlético Madrid,1,2,LOST,0
2015-16,30,Athletic Club Bilbao,1,2,LOST,0
2015-16,30,Sevilla FC,0,4,LOST,0
2015-16,30,RC Celta Vigo,2,0,WIN,3
2015-16,30,FC Barcelona,2,2,DRAW,1
2015-16,31,Getafe CF,0,2,LOST,0
2015-16,31,Real Betis,1,5,LOST,0
2015-16,31,Real Madrid CF,2,1,WIN,3
2015-16,31,RCD La Coruña,1,1,DRAW,1
2015-16,31,Valencia CF,1,2,LOST,0
2015-16,31,Granada CF,1,1,DRAW,1
2015-16,31,Villarreal CF,2,1,WIN,3
2015-16,31,RCD Español,1,1,DRAW,1
2015-16,31,Real Sociedad,2,1,WIN,3
2015-16,31,Sporting Gijón,0,0,DRAW,1
2015-16,32,Málaga CF,0,0,DRAW,1
2015-16,32,Levante UD,0,1,LOST,0
2015-16,32,Atlético Madrid,3,1,WIN,3
2015-16,32,SD Eibar,0,4,LOST,0
2015-16,32,FC Barcelona,0,1,LOST,0
2015-16,32,Rayo Vallecano,0,1,LOST,0
2015-16,32,RC Celta Vigo,1,0,WIN,3
2015-16,32,Sevilla FC,1,2,LOST,0
2015-16,32,Getafe CF,0,2,LOST,0
2015-16,32,UD Las Palmas,3,1,WIN,3
2015-16,33,RCD Español,1,2,LOST,0
2015-16,33,Real Betis,1,1,DRAW,1
2015-16,33,Real Sociedad,1,2,LOST,0
2015-16,33,Real Madrid CF,5,1,WIN,3
2015-16,33,Sporting Gijón,1,1,DRAW,1
2015-16,33,Granada CF,0,3,LOST,0
2015-16,33,Valencia CF,2,1,WIN,3
2015-16,33,Athletic Club Bilbao,1,0,WIN,3
2015-16,33,RCD La Coruña,1,1,DRAW,1
2015-16,33,Villarreal CF,1,2,LOST,0
2015-16,34,UD Las Palmas,0,1,LOST,0
2015-16,34,RC Celta Vigo,1,1,DRAW,1
2015-16,34,Atlético Madrid,1,0,WIN,3
2015-16,34,FC Barcelona,8,0,WIN,3
2015-16,34,Rayo Vallecano,1,1,DRAW,1
2015-16,34,Villarreal CF,0,3,LOST,0
2015-16,34,Sevilla FC,1,2,LOST,0
2015-16,34,SD Eibar,0,4,LOST,0
2015-16,34,Levante UD,1,5,LOST,0
2015-16,34,Getafe CF,2,1,WIN,3
2015-16,35,RCD Español,0,4,LOST,0
2015-16,35,Málaga CF,0,1,LOST,0
2015-16,35,Sporting Gijón,0,6,LOST,0
2015-16,35,RCD La Coruña,1,1,DRAW,1
2015-16,35,Real Madrid CF,3,2,WIN,3
2015-16,35,Valencia CF,2,2,DRAW,1
2015-16,35,Athletic Club Bilbao,2,2,DRAW,1
2015-16,35,Real Betis,0,2,LOST,0
2015-16,35,Real Sociedad,0,0,DRAW,1
2015-16,35,Granada CF,1,2,LOST,0
2015-16,36,SD Eibar,0,2,LOST,0
2015-16,36,Rayo Vallecano,0,1,LOST,0
2015-16,36,FC Barcelona,2,0,WIN,3
2015-16,36,UD Las Palmas,2,3,LOST,0
2015-16,36,Real Madrid CF,1,0,WIN,3
2015-16,36,RC Celta Vigo,1,2,LOST,0
2015-16,36,Sevilla FC,0,1,LOST,0
2015-16,36,Getafe CF,2,0,WIN,3
2015-16,36,Villarreal CF,2,0,WIN,3
2015-16,36,Levante UD,1,3,LOST,0
2015-16,37,RCD Español,0,5,LOST,0
2015-16,37,Málaga CF,0,1,LOST,0
2015-16,37,Real Betis,1,1,DRAW,1
2015-16,37,Sporting Gijón,1,1,DRAW,1
2015-16,37,Athletic Club Bilbao,0,0,DRAW,1
2015-16,37,Atlético Madrid,1,2,LOST,0
2015-16,37,Valencia CF,2,3,LOST,0
2015-16,37,Granada CF,4,1,WIN,3
2015-16,37,Rayo Vallecano,1,2,LOST,0
